userId,movieId,ratting,timestamp,last,histHighRatedMovieIds,negHistMovieIds,gender,age,occupation,zipCode,title,genres,label
2753,3911,4,996623005,1.0,3152|1012|1248|2203|922|3435|3763|1214|3740|326,1952|3756|3495|716|1167|254|235|1030|741|421,F,50,20,27516,Best in Show (2000),Comedy,1
2939,3911,4,972281866,1.0,1625|1845|1127|1921|319|543|349|1909|1732|2763,416|3443|3862|1419|264|191|409|3467|2950|2753,F,25,15,94901,Best in Show (2000),Comedy,1
3279,3911,2,996256784,1.0,480|3798|3753|3836|1028|780|1299|1584|748|1573,1951|3404|3820|567|2044|1375|732|2890|724|33,M,45,15,92880,Best in Show (2000),Comedy,0
3512,3911,2,1037915866,1.0,2539|2826|50|1079|3481|62|2890|1639|3114|1204,2257|1875|1944|705|2626|500|2285|1664|2080|3434,M,18,17,02140,Best in Show (2000),Comedy,0
3717,3911,5,1016064097,1.0,1246|2745|1962|2268|3100|3159|3481|3510|1358|1449,1151|462|329|2708|581|763|3597|2513|2416|456,M,35,17,94533,Best in Show (2000),Comedy,1
3916,3911,4,994778324,1.0,3181|3868|3920|3044|3148|3000|47|3751|3897|353,1251|1872|985|2479|2695|3207|1075|2165|553|3905,M,25,4,02134,Best in Show (2000),Comedy,1
4042,3911,3,1045700170,1.0,780|2690|50|1217|2019|6|2541|1267|3362|1250,3053|90|2334|3149|894|820|3674|1842|2863|2990,M,35,15,94002,Best in Show (2000),Comedy,0
4084,3911,5,992358451,1.0,3509|3512|3855|3893|3897|3317|3798|3952|3949|3852,2841|1365|2894|1108|1631|1822|2941|530|3100|339,M,56,13,14215,Best in Show (2000),Comedy,1
4951,3911,5,995903865,1.0,2183|986|3396|262|551|60|3327|3578|3897|912,1774|1770|3755|115|1215|2301|3260|1801|2210|1821,F,35,17,90291,Best in Show (2000),Comedy,1
5074,3911,2,1005178345,1.0,1171|663|3088|2963|3189|364|3952|2240|1096|2440,3079|2903|961|1030|3716|669|2599|344|2279|2039,M,1,0,20132,Best in Show (2000),Comedy,0
95,1921,2,977629537,1.0,593|1280|527|36|1358|3246|529|446|1249|3147,3196|3008|1812|3914|3177|366|3827|3564|10|2177,M,45,0,98201,Pi (1998),Sci-Fi|Thriller,0
5813,1921,5,957918547,1.0,21|349|380|2001|648|780|2791|2371|2372|1732,130|684|347|1953|2900|2384|2562|344|2303|1190,M,25,7,94117,Pi (1998),Sci-Fi|Thriller,1
96,1073,4,980565244,1.0,3100|161|474|589|3147|337|3408|3753|3916|3513,2332|3581|2987|1206|1532|2544|2062|2011|916|3060,F,25,16,78028,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
420,1073,5,983206906,1.0,3424|1269|1288|3067|1211|1|919|3396|34|3751,1388|3350|600|1236|687|938|3064|1255|70|3822,M,35,1,55406,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
445,1073,4,976242219,1.0,1272|1278|3244|3671|3037|1997|2138|3135|3198|3508,145|3887|488|2927|1265|2465|3145|683|2626|3910,M,45,12,55117,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
1255,1073,5,974824833,1.0,1188|3548|1278|1449|3751|39|2791|1079|2915|2626,319|2308|645|1212|1958|31|3598|1973|2612|2914,M,25,17,94110,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
1304,1073,4,974864875,1.0,2791|3451|1265|1617|3386|2174|2797|1097|2628|2100,1217|3741|3516|3945|2367|1207|2421|15|1832|2833,M,25,14,97203,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
1691,1073,5,974780695,1.0,3556|3751|3911|3882|3240|3511|2804|858|1221|260,2406|1741|3477|1153|1693|2130|1767|3283|1381|3218,F,25,17,85301,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
1720,1073,4,974706008,1.0,260|1193|111|1206|3363|1387|3471|3671|1997|2924,339|1717|390|327|2979|2827|2098|1302|1401|710,M,18,4,94720,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
1843,1073,4,974785899,1.0,1235|3359|3741|1387|3504|2788|3671|3421|2819|1955,1949|3018|2567|366|2234|2312|3357|3558|564|1615,M,25,12,10014,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
3183,1073,4,968729598,1.0,1284|903|913|906|942|1262|919|941|1196|2987,2059|3231|2605|2041|2016|1099|2091|2670|1551|2832,M,50,7,60510,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
3797,1073,5,966010015,1.0,3412|1196|1197|314|1931|1291|969|1210|2987|1127,3393|3217|1281|1650|3214|908|2592|3421|1321|3528,M,25,7,02420,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
4562,1073,3,994468538,1.0,1296|3897|3911|2770|223|2336|1513|1221|720|1220,998|2709|3595|92|3017|3010|1584|1223|2198|2130,M,35,10,94133,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,0
4585,1073,4,1005533993,1.0,2905|1270|1196|1197|3578|3793|2706|3175|903|3424,2389|3781|2129|3654|3900|1571|2770|2966|1660|244,M,35,7,30324,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
4992,1073,4,984866989,1.0,2858|3176|2628|541|260|1200|1077|2664|3948|265,84|2201|3252|20|2167|2965|3121|1820|1882|2740,F,25,2,55106,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
5508,1073,5,959725423,1.0,2337|2701|2600|260|2797|1097|3479|317|367|60,36|1526|2|2095|2512|1819|23|3219|2573|1431,M,25,20,94519,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1
97,3334,4,999717170,1.0,1944|1945|3871|3035|2186|971|3341|3365|1103|898,2796|2621|671|3554|2346|155|786|387|1136|2769,F,35,3,66210,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1
2719,3334,4,973288455,1.0,3742|1256|2186|899|2203|2010|235|2788|1952|955,1156|987|1833|1747|3362|939|2575|2585|2841|1561,M,25,12,98100,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1
98,296,4,977619823,1.0,920|1250|3507|3578|2791|1129|648|3821|527|318,3816|1428|637|2150|2350|447|1876|1349|3459|723,F,35,7,33547,Pulp Fiction (1994),Crime|Drama,1
845,296,5,975356632,1.0,2890|3100|2336|17|3418|3159|593|2858|73|1213,3372|2513|2771|1622|1192|563|3288|695|1262|1678,F,18,0,20009,Pulp Fiction (1994),Crime|Drama,1
2981,296,5,970948304,1.0,2997|3070|3751|1923|2108|357|356|3129|2359|1704,1484|1658|1421|3912|793|414|2533|3176|960|2370,M,45,6,52556,Pulp Fiction (1994),Crime|Drama,1
4741,296,5,963267344,1.0,858|1230|1221|1617|904|2300|3114|608|50|1213,185|2668|2019|2881|1055|2476|3642|2222|709|768,M,35,7,15203,Pulp Fiction (1994),Crime|Drama,1
99,2762,2,994354345,1.0,2352|2018|1529|2797|2080|2716|1234|3317|1968|2144,979|3186|3929|1091|951|1755|1423|231|1992|3727,F,1,10,19390,"Sixth Sense, The (1999)",Thriller,0
365,2762,5,976405459,1.0,3259|2125|2424|1597|852|1835|1888|2724|2805|593,822|846|3563|460|201|2632|1377|2744|602|3845,F,18,4,02138,"Sixth Sense, The (1999)",Thriller,1
640,2762,5,975726218,1.0,3006|1673|593|318|2997|778|296|608|34|1617,3058|6|2881|955|1104|639|2222|3228|108|1272,M,18,4,47406,"Sixth Sense, The (1999)",Thriller,1
744,2762,4,975472452,1.0,3617|2335|2378|2683|2694|3243|3235|2712|2959|2580,1342|1395|568|3847|624|3850|3886|980|3439|1929,M,25,17,77007,"Sixth Sense, The (1999)",Thriller,1
1006,2762,4,975037299,1.0,3578|260|180|3052|1206|1923|1060|1517|344|2706,1649|742|628|297|2600|2346|206|137|551|1428,M,18,4,53220,"Sixth Sense, The (1999)",Thriller,1
1238,2762,1,974834187,1.0,913|3160|3623|968|2013|2692|1513|2070|2997|2575,2085|275|1249|3662|3761|2646|2374|377|3485|1309,F,35,20,11215,"Sixth Sense, The (1999)",Thriller,0
1662,2762,5,974711273,1.0,589|2291|551|1580|593|3863|527|1912|2396|296,2079|3735|3723|1969|2927|947|547|2494|1162|1783,M,25,12,94121,"Sixth Sense, The (1999)",Thriller,1
1938,2762,5,975349323,1.0,2406|3527|2916|2985|2414|1527|2105|780|3698|2735,697|2683|3792|3368|2627|1671|1893|382|2640|1541,F,25,2,91351,"Sixth Sense, The (1999)",Thriller,1
2137,2762,5,975366549,1.0,3178|2000|2001|1721|671|748|3793|3827|3354|3745,2761|2569|98|115|2838|3383|775|1433|2479|2356,F,1,10,00681,"Sixth Sense, The (1999)",Thriller,1
2638,2762,4,982297004,1.0,1777|357|1721|2340|356|1732|1334|1631|2571|3147,2047|2955|1997|1073|3506|673|1379|2916|3901|3797,M,25,14,06405,"Sixth Sense, The (1999)",Thriller,1
2739,2762,4,973224971,1.0,1210|2206|3441|1221|3203|3408|2716|3219|1959|2724,2175|603|2336|3611|2142|2037|2670|46|3900|705,F,35,7,92316,"Sixth Sense, The (1999)",Thriller,1
2756,2762,4,1016051858,1.0,1266|3074|3871|3494|590|2012|1288|1220|553|3852,2433|161|2047|2454|3189|874|3947|190|2221|1735,M,18,4,97331,"Sixth Sense, The (1999)",Thriller,1
2806,2762,5,989016316,1.0,2321|1625|1682|3033|1883|1722|733|3510|671|3948,811|1565|2581|2530|3825|2133|1990|1473|695|2073,M,1,10,15208,"Sixth Sense, The (1999)",Thriller,1
3102,2762,5,969572917,1.0,1479|3623|1274|2858|2908|2710|3203|2959|3578|2692,1592|2327|1787|407|2899|2723|415|840|3346|3800,M,25,12,34170,"Sixth Sense, The (1999)",Thriller,1
3736,2762,5,966194234,1.0,110|1682|150|25|1784|1411|1704|2702|1721|1245,2751|3595|3682|2306|1927|1437|2943|1787|3409|973,M,35,1,44242,"Sixth Sense, The (1999)",Thriller,1
4628,2762,4,964051732,1.0,1832|3247|527|2433|2881|2605|3408|2861|2757|2396,2053|922|1041|2721|2753|2658|1330|3213|2511|1438,F,56,6,23225,"Sixth Sense, The (1999)",Thriller,1
4881,2762,4,962756076,1.0,2575|2712|2688|2716|968|1959|2686|2692|3185|2396,1502|1590|3450|2125|2701|3383|2677|922|500|1489,M,45,16,55406,"Sixth Sense, The (1999)",Thriller,1
5030,2762,4,962565458,1.0,2772|2605|2716|3174|785|2502|2395|2987|3114|3653,1220|2297|2788|2729|2714|903|472|955|965|3177,M,18,1,70006,"Sixth Sense, The (1999)",Thriller,1
5162,2762,4,961906660,1.0,2490|145|2921|2922|1275|1954|1784|3020|1258|2959,2764|279|3430|826|2006|1295|1296|617|1067|3010,M,25,17,94043,"Sixth Sense, The (1999)",Thriller,1
5823,2762,4,957902932,1.0,1306|327|1305|595|2081|3061|1220|2677|2683|2700,3441|379|2568|2115|786|2459|3001|944|584|3271,M,25,12,02144,"Sixth Sense, The (1999)",Thriller,1
100,1208,2,977594963,1.0,21|1954|2406|329|593|318|527|924|1213|919,1201|2678|2769|2054|423|2416|2709|597|976|2140,M,35,17,95401,Apocalypse Now (1979),Drama|War,0
120,1208,5,978149909,1.0,2542|2804|1198|318|1136|1219|1207|1247|1394|994,2444|1289|2704|134|2937|3096|353|2711|3698|310,M,25,11,27106,Apocalypse Now (1979),Drama|War,1
1556,1208,4,1042654503,1.0,1248|3599|3097|1188|1610|2723|2019|1090|3298|2611,2867|2368|2921|1259|1954|2928|3599|440|889|719,M,18,4,48073,Apocalypse Now (1979),Drama|War,1
2249,1208,1,974597146,1.0,2706|3725|1321|11|1440|1499|2539|1021|700|2294,3199|2516|1692|1164|2706|321|2433|2790|87|452,M,25,5,60466,Apocalypse Now (1979),Drama|War,0
3350,1208,5,967747888,1.0,1923|342|1449|21|3253|2355|1580|750|1196|1222,3031|1981|1524|3176|1247|1464|454|1116|3698|815,F,18,0,20815,Apocalypse Now (1979),Drama|War,1
4685,1208,2,963870407,1.0,2609|3418|58|3329|446|1683|2621|1994|1254|910,3068|782|53|2820|2708|985|2230|2378|1995|3730,M,35,1,55454,Apocalypse Now (1979),Drama|War,0
104,2490,4,1016055781,1.0,1911|3175|2861|2959|3053|3219|2840|2858|2997|2600,3828|3153|3043|1695|2526|1784|1787|2809|2261|1485,M,25,12,00926,Payback (1999),Action|Thriller,1
3165,2490,2,968850301,1.0,1244|3814|293|2001|2858|50|2353|1222|2712|260,2625|1640|2798|3719|664|1420|2116|3199|2744|3528,M,35,7,60611,Payback (1999),Action|Thriller,0
105,2115,5,977544363,1.0,3384|2951|555|3256|3527|2006|2872|3153|163|3639,633|2937|3258|2407|1994|1861|2322|3255|550|1757,M,45,12,90277,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1
216,2115,2,976871584,1.0,154|2077|1124|2433|1735|454|802|3148|2502|3107,2988|1894|3772|2820|2355|692|2892|3642|1928|1140,M,45,13,52761,Indiana Jones and the Temple of Doom (1984),Action|Adventure,0
1887,2115,4,974696109,1.0,260|1953|2527|3430|1291|1198|1240|2000|2001|1101,2934|959|2208|1274|1101|2002|3895|2633|3431|716,M,56,15,92119,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1
2538,2115,4,974050293,1.0,1198|1931|1204|733|969|349|897|952|1015|3494,3600|3519|3739|1227|3920|728|1296|1925|3583|3197,M,56,13,37923,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1
3579,2115,4,967326272,1.0,1869|327|160|3432|2571|110|1240|3703|592|2363,2711|524|94|752|2497|3215|1156|2122|3432|3028,M,18,0,32219,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1
5975,2115,4,956946824,1.0,2355|2078|364|2081|260|1198|1259|590|1197|480,1581|1273|1511|2681|1559|1624|1851|2342|1459|3856,M,25,14,55104,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1
106,3699,3,977536364,1.0,911|933|2100|2081|915|1265|914|1210|440|2065,3690|2462|2479|3912|3072|1484|825|2327|2508|732,F,35,11,79101,Starman (1984),Adventure|Drama|Romance|Sci-Fi,0
109,1028,4,977528296,1.0,1097|1920|1269|903|924|594|2135|2080|1035|3675,1208|828|1543|501|3794|3730|2746|394|2825|2266,M,45,15,92028,Mary Poppins (1964),Children's|Comedy|Musical,1
1474,1028,2,975100845,1.0,1653|2640|2117|2140|2641|3698|1374|912|2300|1288,1871|1550|2413|123|2540|2935|749|3635|2133|3198,M,25,4,98115,Mary Poppins (1964),Children's|Comedy|Musical,0
1971,1028,4,974685614,1.0,2804|3897|1307|2396|2918|1234|1270|2599|2355|1923,3391|1797|3403|3273|3443|2860|1156|3701|1004|1971,F,25,14,80230,Mary Poppins (1964),Children's|Comedy|Musical,1
3346,1028,5,967776887,1.0,3011|3468|1209|2947|2949|3028|3451|3654|2529|1035,2857|3863|133|3055|92|3461|570|3485|363|3353,M,35,7,54016,Mary Poppins (1964),Children's|Comedy|Musical,1
4596,1028,5,964223405,1.0,1378|2405|3399|1330|2450|2033|1|919|1812|1012,1106|2254|2071|839|844|1401|2921|3774|1132|3943,F,18,4,94611,Mary Poppins (1964),Children's|Comedy|Musical,1
4859,1028,5,962829074,1.0,2396|1210|920|1307|914|17|919|73|594|595,1673|3506|1680|366|2452|3046|828|1268|373|1849,F,18,14,50401,Mary Poppins (1964),Children's|Comedy|Musical,1
5736,1028,4,960237455,1.0,2890|11|2064|47|947|364|1201|3623|2384|2706,3512|3322|3111|2246|629|3534|574|3419|610|900,M,25,1,08904,Mary Poppins (1964),Children's|Comedy|Musical,1
112,3706,3,977508756,1.0,2203|1617|942|1069|3683|541|1179|1344|3334|2940,1322|3096|78|3425|2568|75|24|2467|1887|95,M,25,16,97209,Angel Heart (1987),Film-Noir|Mystery|Thriller,0
172,3706,3,977164978,1.0,2064|162|1179|2203|1267|1284|913|3334|2186|3683,1011|902|3676|3674|2035|974|1157|2000|1706|3350,M,25,3,07661,Angel Heart (1987),Film-Noir|Mystery|Thriller,0
3301,3706,4,1026010863,1.0,2336|2318|3160|2585|2070|2686|2692|2337|3683|1344,3179|2510|3790|2994|1757|2712|1294|1279|2163|3550,F,25,2,85719,Angel Heart (1987),Film-Noir|Mystery|Thriller,1
3735,3706,2,967081521,1.0,2792|2717|3693|2374|3773|246|1147|788|1179|2987,245|1744|3477|1861|774|205|3901|2777|89|3817,M,25,0,10009,Angel Heart (1987),Film-Noir|Mystery|Thriller,0
4350,3706,5,975141114,1.0,2527|3741|2347|2459|3729|537|610|1200|2917|377,533|152|2914|2185|383|3294|1545|1744|1950|2168,M,18,2,29118,Angel Heart (1987),Film-Noir|Mystery|Thriller,1
4488,3706,2,965014866,1.0,1982|2654|904|913|1284|942|950|1086|2206|1269,312|2598|2312|3118|3499|652|149|2079|1210|2284,M,35,7,72703,Angel Heart (1987),Film-Noir|Mystery|Thriller,0
5589,3706,3,959275890,1.0,1484|3176|3044|451|492|164|3476|1589|1909|1732,1248|782|2783|596|1784|1062|2960|653|2713|796,F,25,0,04101,Angel Heart (1987),Film-Noir|Mystery|Thriller,0
5795,3706,4,1004343675,1.0,553|978|2433|2890|1777|3720|3783|930|3738|1748,1057|1769|448|474|311|2868|2484|3417|2252|1480,M,25,1,92688,Angel Heart (1987),Film-Noir|Mystery|Thriller,1
113,3895,4,977507389,1.0,1831|185|2672|3354|3536|3916|3623|3409|3285|3238,721|3693|509|2028|192|2644|385|3496|3369|2408,M,18,12,37032,"Watcher, The (2000)",Crime|Thriller,1
2925,3895,2,986246322,1.0,1968|2571|3186|3948|886|3408|3798|3510|3857|3578,1949|3747|3388|1166|1312|3903|1984|833|3059|3450,F,25,4,23454,"Watcher, The (2000)",Crime|Thriller,0
5484,3895,4,1045946528,1.0,3717|1945|50|1221|858|2268|2502|2762|593|1036,2332|3293|904|2251|2294|3575|1415|3707|356|2846,M,45,17,21742,"Watcher, The (2000)",Crime|Thriller,1
114,3095,5,980374273,1.0,260|2664|3471|594|1288|900|914|899|1947|73,454|707|1577|3195|1456|2119|255|3863|842|2640,F,25,2,83712,"Grapes of Wrath, The (1940)",Drama,1
957,3095,5,980731400,1.0,1295|2391|1784|3185|3827|3615|3189|3000|3949|1260,2817|2188|3104|2382|3894|1443|624|2008|1793|3132,M,35,1,29706,"Grapes of Wrath, The (1940)",Drama,1
1479,3095,5,974753939,1.0,1307|25|1264|1183|2502|2621|3897|2858|858|923,2344|278|2916|1165|3413|1672|3423|3257|2490|1090,F,50,2,94501,"Grapes of Wrath, The (1940)",Drama,1
1668,3095,5,974710443,1.0,1950|912|919|2019|1674|3105|1276|36|3334|1203,167|2613|2145|3931|139|237|1727|2604|2454|1159,M,35,2,95602,"Grapes of Wrath, The (1940)",Drama,1
115,611,4,977502018,1.0,2791|3159|3751|3481|480|1129|2657|2792|70|1544,454|375|1659|1675|2072|504|3303|1447|2011|2512,M,25,17,28083,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1
190,611,3,977028539,1.0,594|2096|1029|1732|3108|1282|2160|1466|480|648,2901|3651|722|84|3711|78|1843|2239|1995|3255,M,25,17,55125,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,0
1589,611,3,974736662,1.0,2160|3160|1035|2791|2455|110|524|1673|551|3300,141|3479|3159|1078|875|1425|825|3118|1079|2688,M,25,0,95136,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,0
116,2422,2,997448812,1.0,1274|924|1222|1036|3052|3527|2340|3918|157|1388,3926|1082|1608|3712|189|1855|347|2937|2125|3579,M,25,17,55744,"Karate Kid III, The (1989)",Action|Adventure|Drama,0
268,2422,2,976655877,1.0,1088|3478|2420|2011|3844|3791|2054|2942|2794|2411,2099|3005|3438|3031|3856|1485|2167|1524|491|337,F,18,12,29708,"Karate Kid III, The (1989)",Action|Adventure|Drama,0
2522,2422,4,974065455,1.0,1488|3698|2105|648|168|2404|1391|2411|2421|2412,2370|386|1319|663|989|2933|554|3086|3565|457,M,18,11,60614,"Karate Kid III, The (1989)",Action|Adventure|Drama,1
5971,2422,2,958958655,1.0,969|1210|457|1376|1610|21|1721|2917|1291|2115,339|264|142|10|2254|303|3007|713|2060|2424,M,35,7,49504,"Karate Kid III, The (1989)",Action|Adventure|Drama,0
117,3785,3,978643873,1.0,1220|2135|914|551|1083|1951|3508|3806|2193|2019,134|636|136|1314|3518|1660|2002|688|1409|3161,M,25,17,33314,Scary Movie (2000),Comedy|Horror,0
198,3785,4,991439451,1.0,2478|1653|1203|3147|3717|1639|3617|3916|2723|3752,617|2537|969|826|1852|3445|411|949|1354|1211,M,25,12,55108,Scary Movie (2000),Comedy|Horror,1
362,3785,3,981056606,1.0,2571|2692|457|1233|110|377|198|3418|1912|1997,1112|2230|2985|737|1084|3580|1496|2250|1109|3453,M,35,20,55407,Scary Movie (2000),Comedy|Horror,0
1057,3785,2,974953467,1.0,2085|364|2099|2687|2355|3159|1025|2394|3481|3911,2983|2905|2641|2272|2255|1221|3190|2700|1869|424,M,45,17,73069,Scary Movie (2000),Comedy|Horror,0
2103,3785,4,979188707,1.0,1214|3948|3462|1250|3429|1997|3751|3618|648|3821,2652|2563|3031|637|899|634|999|2185|1305|3922,M,35,12,03062,Scary Movie (2000),Comedy|Horror,1
2326,3785,4,974433846,1.0,2924|3578|3510|3793|3481|3624|3916|3948|3298|3755,2059|1507|1627|2400|696|1985|787|177|729|397,M,18,4,01040,Scary Movie (2000),Comedy|Horror,1
3298,3785,5,968048362,1.0,2720|1513|3273|2485|2700|2762|3176|2907|2721|3052,760|641|878|2043|2192|3240|549|826|2328|1419,M,1,10,20876,Scary Movie (2000),Comedy|Horror,1
3548,3785,5,966825260,1.0,800|527|3755|3618|3594,343|2493|3903|455|2038,M,45,7,92965,Scary Movie (2000),Comedy|Horror,1
3747,3785,2,966469288,1.0,3157|2700|3114|1597|1276|3783|2121|1094|2616|3113,2962|1615|789|1919|300|3102|1903|2693|639|3078,M,45,13,89109,Scary Movie (2000),Comedy|Horror,0
3975,3785,5,965924068,1.0,3552|1047|2763|3499|1394|2686|2739|1625|3039|3751,2869|3446|2845|1886|217|144|3712|2544|336|3551,F,25,5,43229,Scary Movie (2000),Comedy|Horror,1
5415,3785,3,965835698,1.0,1923|357|919|969|1198|260|1196|3713|3481|3617,499|2153|2328|3051|577|558|633|3259|955|678,F,25,7,03862,Scary Movie (2000),Comedy|Horror,0
118,1957,3,977502946,1.0,3035|3552|39|1517|1217|541|1240|1224|3098|2917,703|3630|243|2064|2777|2725|2642|3548|1588|108,M,35,17,22315,Chariots of Fire (1981),Drama,0
2332,1957,3,1005530135,1.0,1267|904|910|1219|926|3350|1233|1247|3095|2132,810|3367|329|2469|3535|3729|2090|2347|2019|1400,M,56,14,01545,Chariots of Fire (1981),Drama,0
2426,1957,4,974229693,1.0,3543|926|3152|2028|1228|1104|1185|3362|1945|1949,1640|1372|1362|293|2282|3520|1718|3854|2811|3498,M,56,0,01606,Chariots of Fire (1981),Drama,1
2602,1957,2,973786643,1.0,2804|1041|2612|1247|527|1250|593|2908|608|1208,1172|213|3667|1534|2536|870|3432|1043|3564|1896,M,45,12,92104,Chariots of Fire (1981),Drama,0
2704,1957,4,973299925,1.0,1276|1296|34|1228|1233|3735|3037|3201|1953|1272,34|3531|2053|1594|2205|1109|408|3924|1098|3158,M,56,13,72764,Chariots of Fire (1981),Drama,1
3588,1957,3,966663014,1.0,1203|1357|1358|1095|3152|1704|1228|2728|3424|3169,3566|1431|482|1837|336|2938|894|667|2795|715,M,25,2,90068,Chariots of Fire (1981),Drama,0
119,2719,5,978216413,1.0,588|595|1907|586|2085|2|158|2478|2468|2354,3552|2403|2421|1672|483|3751|368|2990|1916|33,F,1,10,77515,"Haunting, The (1999)",Horror|Thriller,1
1772,2719,1,974856539,1.0,2975|2355|3203|3543|1093|2336|2712|2757|2333|2716,922|3140|1631|1136|3458|624|3575|3217|2627|621,M,56,2,90680,"Haunting, The (1999)",Horror|Thriller,0
2127,2719,2,982257662,1.0,150|529|1246|3360|3148|524|147|1023|1610|1732,372|784|2936|1706|690|225|1301|3354|3846|2706,M,18,4,12309,"Haunting, The (1999)",Horror|Thriller,0
5867,2719,2,957594525,1.0,2433|223|3203|2881|1093|3408|2688|2712|2690|2333,263|567|1154|2172|2263|1307|1473|2424|649|3336,F,45,3,91306,"Haunting, The (1999)",Horror|Thriller,0
121,3751,4,977459322,1.0,3033|1676|2105|3934|674|1372|2528|329|1|594,2421|3359|1918|1433|1622|2985|3462|1044|2220|2625,M,35,7,75229,Chicken Run (2000),Animation|Children's|Comedy,1
353,3751,3,976329601,1.0,608|3362|296|50|1617|2000|2391|593|2762|3578,3790|1235|1980|3526|624|3470|2139|1407|2899|1443,F,35,7,92625,Chicken Run (2000),Animation|Children's|Comedy,0
447,3751,4,976236306,1.0,1028|594|596|2102|1012|1022|1029|2018|1097|2085,1911|1093|1026|419|1143|2112|664|722|3160|2839,F,45,11,55105,Chicken Run (2000),Animation|Children's|Comedy,1
628,3751,4,975783106,1.0,1883|3178|708|2108|11|450|440|587|317|500,1905|1235|2871|639|1801|2640|3226|3195|2231|3088,F,35,0,20715,Chicken Run (2000),Animation|Children's|Comedy,1
1111,3751,5,974946225,1.0,2846|1592|1608|2152|808|926|631|2123|1942|146,288|238|3242|2915|1|518|735|3684|1345|2176,F,50,16,44319,Chicken Run (2000),Animation|Children's|Comedy,1
1263,3751,4,974921793,1.0,3623|2310|2490|3753|2692|3081|2762|2672|2763|2987,3212|3908|2348|737|470|1632|1984|2421|2122|2732,M,1,10,81301,Chicken Run (2000),Animation|Children's|Comedy,1
2303,3751,3,981593077,1.0,1080|3088|3507|2763|541|3744|3005|1120|1466|1884,2856|875|3546|2750|1166|660|340|3131|1735|1932,M,50,17,08055,Chicken Run (2000),Animation|Children's|Comedy,0
4187,3751,2,965327971,1.0,3307|1230|905|972|1219|1262|2313|2919|3783|3185,1116|3880|3394|79|1746|954|926|833|1297|3624,F,56,20,63026,Chicken Run (2000),Animation|Children's|Comedy,0
4361,3751,3,984248355,1.0,1356|1566|733|2013|2406|2470|2006|1265|1393|105,3821|1244|3425|1827|3832|1600|2397|2563|2240|1535,M,35,15,83616,Chicken Run (2000),Animation|Children's|Comedy,0
4471,3751,4,977337576,1.0,1923|441|25|1870|101|492|2916|1633|3677|357,1946|2556|1881|3600|1461|3222|365|3765|1797|211,M,25,6,94108,Chicken Run (2000),Animation|Children's|Comedy,1
4541,3751,2,981305379,1.0,586|2393|1907|2082|3698|3916|2990|3624|3555|3578,3230|1728|1959|1203|3838|499|21|1834|961|1395,M,1,10,55427,Chicken Run (2000),Animation|Children's|Comedy,0
4891,3751,4,968106511,1.0,2073|1223|1276|1234|1265|1230|1394|2064|1235|1259,1705|3196|2194|3122|574|1710|2791|167|1185|1250,M,35,17,94132,Chicken Run (2000),Animation|Children's|Comedy,1
5092,3751,4,982697825,1.0,2396|1265|357|509|105|539|597|356|140|904,134|1133|3253|191|3559|941|706|2609|3550|2306,M,56,14,18954,Chicken Run (2000),Animation|Children's|Comedy,1
123,1352,4,979678654,1.0,599|2144|1641|1672|1693|381|14|3809|1661|3051,1858|1129|3870|1485|13|2235|717|1611|1339|1600,M,35,9,67208,Albino Alligator (1996),Crime|Thriller,1
124,3298,4,983727215,1.0,3078|1693|678|531|2912|1213|1094|1179|34|3125,1771|3527|2107|1599|3352|935|1581|3640|3666|3695,M,56,7,91356,Boiler Room (2000),Drama,1
3124,3298,4,969318775,1.0,608|1197|1387|589|1269|1673|3868|3189|1035|3836,235|748|3724|919|366|1926|510|3331|3268|203,M,25,12,30337,Boiler Room (2000),Drama,1
